2.6233, 2.6285, 2.6327, 2.6345, 2.6368, 2.6385, 2.6418, 2.6438, 2.6465, 2.6499, 2.6527, 2.6563, 2.6608, 2.6661, 2.6713, 2.6766, 2.6838, 2.692, 2.7021, 2.7249
14.4, 13.595, 12.79, 12.3875, 11.985, 11.5825, 11.18, 10.7775, 10.375, 9.9725, 9.57, 9.1675, 8.765, 8.3625, 7.96, 7.5575, 7.155, 6.7525, 6.35, 5.545
